Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Sensor Anomalies,Data Anomaly,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Data Type Level-1,Sensor Identifier,Ephemeris Type,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_L1TP_166043_19941129_20180612_01_T1,LT51660431994333RSA01,1994/11/29,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/12,1994:333:06:37:33.9568800,1994:333:06:38:00.9114400,RSA,DAY,0,0,173,4,4.299,3.003,3.076,N,,9,N,LPGS_13.1.0,FULL,34.63943453,143.53820523,TM_L1TP,TM,PREDICTIVE,7001,7721,7001,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_19941001_19941231_01.03,24°33'22.72"N,45°54'59.76"E,25°28'42.46"N,45°12'07.60"E,25°12'52.56"N,47°01'00.26"E,23°53'26.92"N,44°49'38.32"E,23°37'48.58"N,46°37'11.86"E,24.55631,45.9166,25.47846,45.20211,25.2146,47.01674,23.89081,44.82731,23.63016,46.61996,LT05_L1TP_166043_19941129_20180612_01_T1,LT51660431994333RSA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994333RSA01
LT05_L1TP_165043_19941122_20180612_01_T1,LT51650431994326RSA01,1994/11/22,LANDSAT_5,T1,1,SAM, 165, 043,2018/06/12,1994:326:06:31:35.2755600,1994:326:06:32:02.2300600,RSA,DAY,36,36,33,4,5.186,4.201,3.04,N,,9,N,LPGS_13.1.0,FULL,36.06393058,143.12221335,TM_L1TP,TM,PREDICTIVE,6951,7661,6951,7661,UTM,38,WGS84,WGS84,30,30,LT05CPF_19941001_19941231_01.03,24°33'16.20"N,47°28'00.55"E,25°28'35.94"N,46°45'08.42"E,25°12'46.04"N,48°34'00.98"E,23°53'20.40"N,46°22'39.18"E,23°37'42.06"N,48°10'12.61"E,24.5545,47.46682,25.47665,46.75234,25.21279,48.56694,23.889,46.37755,23.62835,48.17017,LT05_L1TP_165043_19941122_20180612_01_T1,LT51650431994326RSA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994326RSA01
LT05_L1TP_166043_19941113_20180619_01_T1,LT51660431994317RSA00,1994/11/13,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/19,1994:317:06:38:05.4757500,1994:317:06:38:32.4296900,RSA,DAY,6,6,149,4,4.096,2.881,2.911,N,,9,N,LPGS_13.1.0,FULL,38.11270284,142.02914255,TM_L1TP,TM,PREDICTIVE,7001,7721,7001,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_19941001_19941231_01.03,24°33'32.69"N,45°54'53.17"E,25°28'52.43"N,45°12'00.94"E,25°13'02.53"N,47°00'53.78"E,23°53'36.92"N,44°49'31.66"E,23°37'58.55"N,46°37'05.30"E,24.55908,45.91477,25.48123,45.20026,25.21737,47.01494,23.89359,44.82546,23.63293,46.61814,LT05_L1TP_166043_19941113_20180619_01_T1,LT51660431994317RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994317RSA00
LT05_L1TP_165043_19941106_20180618_01_T1,LT51650431994310RSA01,1994/11/06,LANDSAT_5,T1,1,SAM, 165, 043,2018/06/18,1994:310:06:32:09.2423800,1994:310:06:32:36.1958100,RSA,DAY,0,0,216,4,3.648,2.042,3.023,N,,9,N,LPGS_13.1.0,FULL,39.83864955,140.71206386,TM_L1TP,TM,PREDICTIVE,6961,7671,6961,7671,UTM,38,WGS84,WGS84,30,30,LT05CPF_19941001_19941231_01.03,24°33'02.34"N,47°27'09.97"E,25°28'22.08"N,46°44'17.92"E,25°12'32.22"N,48°33'10.30"E,23°53'06.54"N,46°21'48.71"E,23°37'28.20"N,48°09'21.96"E,24.55065,47.45277,25.4728,46.73831,25.20895,48.55286,23.88515,46.36353,23.6245,48.1561,LT05_L1TP_165043_19941106_20180618_01_T1,LT51650431994310RSA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994310RSA01
LT05_L1TP_166043_19941028_20180623_01_T1,LT51660431994301RSA02,1994/10/28,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/23,1994:301:06:38:39.1651900,1994:301:06:39:06.1181300,RSA,DAY,1,1,185,4,4.217,2.925,3.038,N,,9,N,LPGS_13.1.0,FULL,42.12351665,138.42219965,TM_L1TP,TM,PREDICTIVE,7001,7731,7001,7731,UTM,38,WGS84,WGS84,30,30,LT05CPF_19941001_19941231_01.03,24°33'14.65"N,45°53'54.56"E,25°28'34.39"N,45°11'02.44"E,25°12'44.50"N,46°59'55.00"E,23°53'18.85"N,44°48'33.19"E,23°37'40.51"N,46°36'06.62"E,24.55407,45.89849,25.47622,45.18401,25.21236,46.99861,23.88857,44.80922,23.62792,46.60184,LT05_L1TP_166043_19941028_20180623_01_T1,LT51660431994301RSA02,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994301RSA02
LT05_L1TP_165043_19941021_20180616_01_T1,LT51650431994294RSA00,1994/10/21,LANDSAT_5,T1,1,SAM, 165, 043,2018/06/16,1994:294:06:32:43.1075600,1994:294:06:33:10.0598800,RSA,DAY,0,0,214,4,3.878,2.266,3.147,N,,9,N,LPGS_13.1.0,FULL,43.90502487,136.16280692,TM_L1TP,TM,PREDICTIVE,6961,7691,6961,7691,UTM,38,WGS84,WGS84,30,30,LT05CPF_19941001_19941231_01.03,24°33'24.16"N,47°26'13.27"E,25°28'43.90"N,46°43'21.07"E,25°12'54.00"N,48°32'13.78"E,23°53'28.36"N,46°20'51.83"E,23°37'50.02"N,48°08'25.37"E,24.55671,47.43702,25.47886,46.72252,25.215,48.53716,23.89121,46.34773,23.63056,48.14038,LT05_L1TP_165043_19941021_20180616_01_T1,LT51650431994294RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994294RSA00
LT05_L1TP_166043_19941012_20180722_01_T1,LT51660431994285RSA00,1994/10/12,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/22,1994:285:06:39:11.5495600,1994:285:06:39:38.5007500,RSA,DAY,0,0,187,4,3.906,2.641,2.878,N,,9,N,LPGS_13.1.0,FULL,46.12444362,132.66522866,TM_L1TP,TM,PREDICTIVE,7001,7751,7001,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_19941001_19941231_01.03,24°33'35.60"N,45°53'10.39"E,25°28'55.34"N,45°10'18.16"E,25°13'05.41"N,46°59'11.00"E,23°53'39.84"N,44°47'48.84"E,23°38'01.46"N,46°35'22.52"E,24.55989,45.88622,25.48204,45.17171,25.21817,46.98639,23.8944,44.7969,23.63374,46.58959,LT05_L1TP_166043_19941012_20180722_01_T1,LT51660431994285RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994285RSA00
LT05_L1TP_166043_19940926_20180722_01_T1,LT51660431994269RSA01,1994/09/26,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/22,1994:269:06:39:40.0805000,1994:269:06:40:07.0300000,RSA,DAY,1,1,190,4,3.899,2.446,3.036,N,,7,N,LPGS_13.1.0,FULL,49.68472721,124.99125009,TM_L1TP,TM,PREDICTIVE,7001,7781,7001,7781,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940701_19940930_01.03,24°33'50.08"N,45°53'01.68"E,25°29'09.82"N,45°10'09.37"E,25°13'19.88"N,46°59'02.44"E,23°53'54.31"N,44°47'40.02"E,23°38'15.90"N,46°35'13.88"E,24.56391,45.8838,25.48606,45.16927,25.22219,46.98401,23.89842,44.79445,23.63775,46.58719,LT05_L1TP_166043_19940926_20180722_01_T1,LT51660431994269RSA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994269RSA01
LT05_L1TP_165043_19940919_20180810_01_T1,LT51650431994262RSA01,1994/09/19,LANDSAT_5,T1,1,SAM, 165, 043,2018/08/10,1994:262:06:33:41.0281300,1994:262:06:34:07.9771300,RSA,DAY,0,0,175,4,4.368,3.194,2.979,N,,9,N,LPGS_13.1.0,FULL,51.01947299,121.15359549,TM_L1TP,TM,PREDICTIVE,6951,7731,6951,7731,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940701_19940930_01.03,24°33'24.70"N,47°25'41.95"E,25°28'44.44"N,46°42'49.75"E,25°12'54.54"N,48°31'42.46"E,23°53'28.90"N,46°20'20.51"E,23°37'50.56"N,48°07'54.05"E,24.55686,47.42832,25.47901,46.71382,25.21515,48.52846,23.89136,46.33903,23.63071,48.13168,LT05_L1TP_165043_19940919_20180810_01_T1,LT51650431994262RSA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994262RSA01
LT05_L1TP_166043_19940910_20180624_01_T1,LT51660431994253RSA00,1994/09/10,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/24,1994:253:06:40:06.2885600,1994:253:06:40:33.2368100,RSA,DAY,1,1,172,4,4.012,2.612,3.045,N,,9,N,LPGS_13.1.0,FULL,52.50071448,115.97496386,TM_L1TP,TM,PREDICTIVE,7011,7781,7011,7781,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940701_19940930_01.03,24°33'24.95"N,45°52'58.84"E,25°28'44.69"N,45°10'06.64"E,25°12'54.79"N,46°58'59.38"E,23°53'29.15"N,44°47'37.39"E,23°37'50.81"N,46°35'10.93"E,24.55693,45.88301,25.47908,45.16851,25.21522,46.98316,23.89143,44.79372,23.63078,46.58637,LT05_L1TP_166043_19940910_20180624_01_T1,LT51660431994253RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994253RSA00
LT05_L1TP_165043_19940903_20180617_01_T1,LT51650431994246RSA01,1994/09/03,LANDSAT_5,T1,1,SAM, 165, 043,2018/06/17,1994:246:06:34:06.2205600,1994:246:06:34:33.1680600,RSA,DAY,0,0,144,4,4.512,3.382,2.986,N,,9,N,LPGS_13.1.0,FULL,53.48198998,111.85713049,TM_L1TP,TM,PREDICTIVE,6941,7711,6941,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940701_19940930_01.03,24°33'36.11"N,47°25'53.44"E,25°28'55.85"N,46°43'01.20"E,25°13'05.92"N,48°31'54.05"E,23°53'40.34"N,46°20'31.88"E,23°38'01.97"N,48°08'05.57"E,24.56003,47.43151,25.48218,46.717,25.21831,48.53168,23.89454,46.34219,23.63388,48.13488,LT05_L1TP_165043_19940903_20180617_01_T1,LT51650431994246RSA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994246RSA01
LT05_L1TP_166043_19940825_20180617_01_T1,LT51660431994237RSA00,1994/08/25,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/17,1994:237:06:40:30.3126900,1994:237:06:40:57.2595600,RSA,DAY,0,0,190,4,3.873,2.584,2.885,N,,7,N,LPGS_13.1.0,FULL,54.5305134,106.6071926,TM_L1TP,TM,PREDICTIVE,7001,7761,7001,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940701_19940930_01.03,24°33'48.49"N,45°53'24.76"E,25°29'08.23"N,45°10'32.45"E,25°13'18.30"N,46°59'25.51"E,23°53'52.73"N,44°48'03.10"E,23°38'14.32"N,46°35'36.96"E,24.56347,45.89021,25.48562,45.17568,25.22175,46.99042,23.89798,44.80086,23.63731,46.5936,LT05_L1TP_166043_19940825_20180617_01_T1,LT51660431994237RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994237RSA00
LT05_L1TP_166043_19940809_20180629_01_T1,LT51660431994221RSA00,1994/08/09,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/29,1994:221:06:40:53.4234400,1994:221:06:41:20.3689400,RSA,DAY,0,0,182,4,4.151,2.891,2.979,N,,7,N,LPGS_13.1.0,FULL,55.94296587,97.93842047,TM_L1TP,TM,PREDICTIVE,7011,7741,7011,7741,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940701_19940930_01.03,24°33'41.47"N,45°53'40.49"E,25°29'01.21"N,45°10'48.22"E,25°13'11.28"N,46°59'41.17"E,23°53'45.71"N,44°48'18.90"E,23°38'07.33"N,46°35'52.66"E,24.56152,45.89458,25.48367,45.18006,25.2198,46.99477,23.89603,44.80525,23.63537,46.59796,LT05_L1TP_166043_19940809_20180629_01_T1,LT51660431994221RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994221RSA00
LT05_L1TP_165043_19940802_20180725_01_T1,LT51650431994214RSA00,1994/08/02,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/25,1994:214:06:34:53.0800000,1994:214:06:35:20.0248800,RSA,DAY,0,0,164,4,11.139,10.386,4.026,N,,7,N,LPGS_13.1.0,FULL,56.44568488,94.61253096,TM_L1TP,TM,PREDICTIVE,6951,7671,6951,7671,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940701_19940930_01.03,24°33'08.68"N,47°26'15.40"E,25°28'28.42"N,46°43'23.30"E,25°12'38.56"N,48°32'15.76"E,23°53'12.88"N,46°20'54.10"E,23°37'34.54"N,48°08'27.42"E,24.55241,47.43761,25.47456,46.72314,25.21071,48.53771,23.88691,46.34836,23.62626,48.14095,LT05_L1TP_165043_19940802_20180725_01_T1,LT51650431994214RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994214RSA00
LT05_L1TP_166043_19940724_20180628_01_T1,LT51660431994205RSA00,1994/07/24,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/28,1994:205:06:41:19.6391300,1994:205:06:41:46.5831900,RSA,DAY,0,0,166,4,4.455,3.414,2.862,N,,9,N,LPGS_13.1.0,FULL,57.03582601,90.96114796,TM_L1TP,TM,PREDICTIVE,7011,7721,7011,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940701_19940930_01.03,24°33'39.85"N,45°52'57.40"E,25°28'59.59"N,45°10'05.12"E,25°13'09.66"N,46°58'58.04"E,23°53'44.09"N,44°47'35.81"E,23°38'05.71"N,46°35'09.56"E,24.56107,45.88261,25.48322,45.16809,25.21935,46.98279,23.89558,44.79328,23.63492,46.58599,LT05_L1TP_166043_19940724_20180628_01_T1,LT51660431994205RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994205RSA00
LT05_L1TP_165043_19940717_20180619_01_T2,LT51650431994198RSA01,1994/07/17,LANDSAT_5,T2,1,SAM, 165, 043,2018/06/19,1994:198:06:35:20.8894400,1994:198:06:35:47.8329400,RSA,DAY,0,0,141,4,12.881,12.475,3.208,N,,9,N,LPGS_13.1.0,FULL,57.4709172,88.63876397,TM_L1TP,TM,PREDICTIVE,6961,7671,6961,7671,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940701_19940930_01.03,24°33'42.84"N,47°25'03.76"E,25°29'02.58"N,46°42'11.48"E,25°13'12.65"N,48°31'04.44"E,23°53'47.08"N,46°19'42.13"E,23°38'08.66"N,48°07'15.92"E,24.5619,47.41771,25.48405,46.70319,25.22018,48.5179,23.89641,46.32837,23.63574,48.12109,LT05_L1TP_165043_19940717_20180619_01_T2,LT51650431994198RSA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994198RSA01
LT05_L1TP_166043_19940708_20180617_01_T1,LT51660431994189RSA00,1994/07/08,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/17,1994:189:06:41:46.4437500,1994:189:06:42:13.3866300,RSA,DAY,0,0,155,4,4.269,3.106,2.929,N,,9,N,LPGS_13.1.0,FULL,58.0295033,86.43503702,TM_L1TP,TM,PREDICTIVE,7001,7731,7001,7731,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940701_19940930_01.03,24°33'55.33"N,45°51'53.17"E,25°29'15.11"N,45°09'00.83"E,25°13'25.14"N,46°57'54.00"E,23°53'59.57"N,44°46'31.44"E,23°38'21.16"N,46°34'05.41"E,24.56537,45.86477,25.48753,45.15023,25.22365,46.965,23.89988,44.7754,23.63921,46.56817,LT05_L1TP_166043_19940708_20180617_01_T1,LT51660431994189RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994189RSA00
LT05_L1TP_166043_19940622_20180721_01_T1,LT51660431994173RSA00,1994/06/22,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/21,1994:173:06:42:11.7296300,1994:173:06:42:38.6708800,RSA,DAY,0,0,151,4,4.259,3.217,2.791,N,,7,N,LPGS_13.1.0,FULL,58.98476256,84.91751948,TM_L1TP,TM,PREDICTIVE,7011,7751,7011,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940401_19940630_01.03,24°33'50.44"N,45°51'10.01"E,25°29'10.18"N,45°08'17.70"E,25°13'20.24"N,46°57'10.76"E,23°53'54.67"N,44°45'48.35"E,23°38'16.26"N,46°33'22.21"E,24.56401,45.85278,25.48616,45.13825,25.22229,46.95299,23.89852,44.76343,23.63785,46.55617,LT05_L1TP_166043_19940622_20180721_01_T1,LT51660431994173RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994173RSA00
LT05_L1TP_165043_19940615_20180720_01_T2,LT51650431994166RSA00,1994/06/15,LANDSAT_5,T2,1,SAM, 165, 043,2018/07/20,1994:166:06:36:10.6361900,1994:166:06:36:37.5770600,RSA,DAY,0,0,129,4,14.673,14.258,3.466,N,,9,N,LPGS_13.1.0,FULL,59.34062646,85.29776693,TM_L1TP,TM,PREDICTIVE,6951,7711,6951,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940401_19940630_01.03,24°33'45.47"N,47°23'45.92"E,25°29'05.21"N,46°40'53.62"E,25°13'15.28"N,48°29'46.64"E,23°53'49.70"N,46°18'24.30"E,23°38'11.29"N,48°05'58.09"E,24.56263,47.39609,25.48478,46.68156,25.22091,48.49629,23.89714,46.30675,23.63647,48.09947,LT05_L1TP_165043_19940615_20180720_01_T2,LT51650431994166RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994166RSA00
LT05_L1TP_166043_19940606_20180721_01_T1,LT51660431994157RSA00,1994/06/06,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/21,1994:157:06:42:32.8114400,1994:157:06:42:59.7516300,RSA,DAY,2,2,164,4,4.386,3.318,2.868,N,,7,N,LPGS_13.1.0,FULL,59.68085528,86.74969965,TM_L1TP,TM,PREDICTIVE,7011,7771,7011,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940401_19940630_01.03,24°33'48.92"N,45°51'11.84"E,25°29'08.66"N,45°08'19.54"E,25°13'18.73"N,46°57'12.60"E,23°53'53.16"N,44°45'50.18"E,23°38'14.75"N,46°33'24.05"E,24.56359,45.85329,25.48574,45.13876,25.22187,46.9535,23.8981,44.76394,23.63743,46.55668,LT05_L1TP_166043_19940606_20180721_01_T1,LT51660431994157RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994157RSA00
LT05_L1TP_165043_19940530_20170114_01_T2,LT51650431994150ISP00,1994/05/30,LANDSAT_5,T2,1,SAM, 165, 043,2017/01/14,1994:150:06:36:30.1109400,1994:150:06:36:57.0505000,ISP,DAY,0,0,146,4,13.437,12.99,3.437,N,,9,N,LPGS_12.8.3,FULL,59.79838233,88.60451114,TM_L1TP,TM,PREDICTIVE,6951,7721,6951,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940401_19940630_01.03,24°34'05.38"N,47°24'10.98"E,25°29'25.15"N,46°41'18.60"E,25°13'35.15"N,48°30'11.88"E,23°54'09.61"N,46°18'49.18"E,23°38'31.20"N,48°06'23.26"E,24.56816,47.40305,25.49032,46.6885,25.22643,48.5033,23.90267,46.31366,23.642,48.10646,LT05_L1TP_165043_19940530_20170114_01_T2,LT51650431994150ISP00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994150ISP00
LT05_L1TP_166043_19940521_20180719_01_T1,LT51660431994141RSA00,1994/05/21,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/19,1994:141:06:42:50.6236900,1994:141:06:43:17.5625600,RSA,DAY,7,7,131,4,4.21,3.029,2.924,N,,9,N,LPGS_13.1.0,FULL,59.68629421,91.79107167,TM_L1TP,TM,PREDICTIVE,7001,7781,7001,7781,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940401_19940630_01.03,24°33'47.77"N,45°51'54.11"E,25°29'07.51"N,45°09'01.80"E,25°13'17.58"N,46°57'54.86"E,23°53'52.01"N,44°46'32.45"E,23°38'13.60"N,46°34'06.31"E,24.56327,45.86503,25.48542,45.1505,25.22155,46.96524,23.89778,44.77568,23.63711,46.56842,LT05_L1TP_166043_19940521_20180719_01_T1,LT51660431994141RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994141RSA00
LT05_L1TP_165043_19940514_20180611_01_T1,LT51650431994134RSA00,1994/05/14,LANDSAT_5,T1,1,SAM, 165, 043,2018/06/11,1994:134:06:36:46.6698800,1994:134:06:37:13.6083800,RSA,DAY,89,89,35,4,8.096,5.262,6.153,N,,9,N,LPGS_13.1.0,FULL,59.34441749,94.80194403,TM_L1TP,TM,PREDICTIVE,6951,7731,6951,7731,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940401_19940630_01.03,24°33'41.26"N,47°25'03.83"E,25°29'01.00"N,46°42'11.56"E,25°13'11.06"N,48°31'04.51"E,23°53'45.49"N,46°19'42.24"E,23°38'07.12"N,48°07'16.00"E,24.56146,47.41773,25.48361,46.70321,25.21974,48.51792,23.89597,46.3284,23.63531,48.12111,LT05_L1TP_165043_19940514_20180611_01_T1,LT51650431994134RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994134RSA00
LT05_L1TP_166043_19940505_20180608_01_T1,LT51660431994125RSA00,1994/05/05,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/08,1994:125:06:43:07.6767500,1994:125:06:43:34.6143100,RSA,DAY,32,32,81,4,4.046,3.225,2.444,N,,9,N,LPGS_13.1.0,FULL,58.52866146,99.14564016,TM_L1TP,TM,PREDICTIVE,7011,7761,7011,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940401_19940630_01.03,24°33'51.34"N,45°52'40.80"E,25°29'11.08"N,45°09'48.49"E,25°13'21.14"N,46°58'41.56"E,23°53'55.57"N,44°47'19.10"E,23°38'17.16"N,46°34'53.00"E,24.56426,45.878,25.48641,45.16347,25.22254,46.97821,23.89877,44.78864,23.6381,46.58139,LT05_L1TP_166043_19940505_20180608_01_T1,LT51660431994125RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994125RSA00
LT05_L1TP_165043_19940428_20180613_01_T1,LT51650431994118RSA00,1994/04/28,LANDSAT_5,T1,1,SAM, 165, 043,2018/06/13,1994:118:06:37:05.0968100,1994:118:06:37:32.0340000,RSA,DAY,0,0,179,4,8.884,8.013,3.837,N,,9,N,LPGS_13.1.0,FULL,57.57264848,102.70343804,TM_L1TP,TM,PREDICTIVE,6951,7701,6951,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940401_19940630_01.03,24°33'34.70"N,47°25'24.71"E,25°28'54.44"N,46°42'32.47"E,25°13'04.55"N,48°31'25.32"E,23°53'38.94"N,46°20'03.16"E,23°38'00.56"N,48°07'36.84"E,24.55964,47.42353,25.48179,46.70902,25.21793,48.5237,23.89415,46.33421,23.63349,48.1269,LT05_L1TP_165043_19940428_20180613_01_T1,LT51650431994118RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994118RSA00
LT05_L1TP_166043_19940419_20180719_01_T1,LT51660431994109RSA00,1994/04/19,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/19,1994:109:06:43:25.5134400,1994:109:06:43:52.4500000,RSA,DAY,1,1,145,4,4.041,2.777,2.936,N,,9,N,LPGS_13.1.0,FULL,55.94378525,107.31684938,TM_L1TP,TM,PREDICTIVE,7001,7741,7001,7741,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940401_19940630_01.03,24°33'52.63"N,45°53'05.68"E,25°29'12.37"N,45°10'13.33"E,25°13'22.44"N,46°59'06.47"E,23°53'56.87"N,44°47'43.98"E,23°38'18.46"N,46°35'17.88"E,24.56462,45.88491,25.48677,45.17037,25.2229,46.98513,23.89913,44.79555,23.63846,46.5883,LT05_L1TP_166043_19940419_20180719_01_T1,LT51660431994109RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431994109RSA00
LT05_L1TP_165043_19940412_20180730_01_T1,LT51650431994102RSA00,1994/04/12,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/30,1994:102:06:37:21.9683100,1994:102:06:37:48.9044400,RSA,DAY,41,41,117,4,6.464,5.526,3.353,N,,9,N,LPGS_13.1.0,FULL,54.3944013,110.80278454,TM_L1TP,TM,PREDICTIVE,6951,7681,6951,7681,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940401_19940630_01.03,24°33'40.57"N,47°26'00.78"E,25°29'00.31"N,46°43'08.51"E,25°13'10.38"N,48°32'01.46"E,23°53'44.81"N,46°20'39.19"E,23°38'06.43"N,48°08'12.95"E,24.56127,47.43355,25.48342,46.71903,25.21955,48.53374,23.89578,46.34422,23.63512,48.13693,LT05_L1TP_165043_19940412_20180730_01_T1,LT51650431994102RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994102RSA00
LT05_L1TP_165043_19940327_20180615_01_T1,LT51650431994086RSA00,1994/03/27,LANDSAT_5,T1,1,SAM, 165, 043,2018/06/15,1994:086:06:37:41.0650000,1994:086:06:38:08.0003100,RSA,DAY,9,9,71,4,5.318,4.23,3.223,N,,9,N,LPGS_13.1.0,FULL,50.12039739,118.11052654,TM_L1TP,TM,PREDICTIVE,6951,7671,6951,7671,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940101_19940331_01.03,24°33'26.24"N,47°25'44.18"E,25°28'45.98"N,46°42'51.98"E,25°12'56.09"N,48°31'44.72"E,23°53'30.44"N,46°20'22.74"E,23°37'52.10"N,48°07'56.28"E,24.55729,47.42894,25.47944,46.71444,25.21558,48.52909,23.89179,46.33965,23.63114,48.1323,LT05_L1TP_165043_19940327_20180615_01_T1,LT51650431994086RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994086RSA00
LT05_L1TP_165043_19940311_20180616_01_T1,LT51650431994070RSA00,1994/03/11,LANDSAT_5,T1,1,SAM, 165, 043,2018/06/16,1994:070:06:37:54.8416300,1994:070:06:38:21.7745600,RSA,DAY,63,63,72,4,4.448,3.164,3.126,N,,9,N,LPGS_13.1.0,FULL,45.30582371,124.39487495,TM_L1TP,TM,PREDICTIVE,6951,7681,6951,7681,UTM,38,WGS84,WGS84,30,30,LT05CPF_19940101_19940331_01.03,24°33'34.56"N,47°26'35.77"E,25°28'54.30"N,46°43'43.54"E,25°13'04.40"N,48°32'36.38"E,23°53'38.80"N,46°21'14.22"E,23°38'00.42"N,48°08'47.90"E,24.5596,47.44327,25.48175,46.72876,25.21789,48.54344,23.89411,46.35395,23.63345,48.14664,LT05_L1TP_165043_19940311_20180616_01_T1,LT51650431994070RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431994070RSA00
