Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality, Processing Software Version,Sun Elevation L1,Sun Azimuth L1,TIRS SSM Model,Data Type Level-1,Sensor Identifier,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Bias Parameter File Name OLI,Bias Parameter File Name TIRS, Calibration Parameter File,RLUT File Name,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LC08_L1TP_166043_20170520_20170525_01_T1,LC81660432017140LGN00,2017/05/20,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/05/25,2017:140:07:22:52.6173980,2017:140:07:23:24.3873950,LGN,DAY,27.6,27.6,305,4,8.029,5.507,5.844,9,LPGS_2.7.0,68.82093029,97.85206169,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170520070547_20170520083308.02,LT8BPF20170511102015_20170524092152.01,LC08CPF_20170401_20170630_01.03,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.55"N,45°56'55.75"E,25°35'56.90"N,45°14'03.88"E,25°13'33.35"N,47°04'55.38"E,23°52'09.55"N,44°49'34.68"E,23°29'41.46"N,46°38'53.95"E,24.55293,45.94882,25.59914,45.23441,25.22593,47.08205,23.86932,44.8263,23.49485,46.64832,LC08_L1TP_166043_20170520_20170525_01_T1,LC81660432017140LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432017140LGN00
LC08_L1TP_165043_20170513_20170525_01_T1,LC81650432017133LGN00,2017/05/13,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/05/25,2017:133:07:16:36.9062340,2017:133:07:17:08.6762310,LGN,DAY,2.34,2.34,274,4,8.794,5.664,6.726,9,LPGS_2.7.0,68.35056485,101.99908185,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170513065931_20170513072922.01,LT8BPF20170511102015_20170524092152.01,LC08CPF_20170401_20170630_01.03,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.22"N,47°30'03.24"E,25°35'56.62"N,46°47'10.43"E,25°13'32.63"N,48°38'03.88"E,23°52'09.52"N,46°22'41.38"E,23°29'40.96"N,48°12'02.59"E,24.55284,47.5009,25.59906,46.78623,25.22573,48.63441,23.86931,46.37816,23.49471,48.20072,LC08_L1TP_165043_20170513_20170525_01_T1,LC81650432017133LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432017133LGN00
LC08_L1TP_166043_20170504_20170515_01_T1,LC81660432017124LGN00,2017/05/04,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/05/15,2017:124:07:22:40.6523360,2017:124:07:23:12.4223330,LGN,DAY,1.27,1.27,526,4,7.507,5.164,5.448,9,LPGS_2.7.0,67.29729854,107.73827543,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170504070535_20170504073725.01,LT8BPF20170427000359_20170511075931.01,LC08CPF_20170401_20170630_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.27"N,45°58'05.99"E,25°35'57.70"N,45°15'13.90"E,25°13'33.92"N,47°06'05.62"E,23°52'10.52"N,44°50'44.56"E,23°29'42.22"N,46°40'04.08"E,24.55313,45.96833,25.59936,45.25386,25.22609,47.10156,23.86959,44.84571,23.49506,46.6678,LC08_L1TP_166043_20170504_20170515_01_T1,LC81660432017124LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432017124LGN00
LC08_L1TP_165043_20170427_20170515_01_T1,LC81650432017117LGN00,2017/04/27,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/05/15,2017:117:07:16:31.4668680,2017:117:07:17:03.2368650,LGN,DAY,15.53,15.53,254,4,9.097,5.759,7.042,9,LPGS_2.7.0,66.09681054,112.21274275,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170427065926_20170427072916.01,LT8BPF20170427000359_20170511075931.01,LC08CPF_20170401_20170630_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.34"N,47°28'25.68"E,25°35'56.00"N,46°45'30.35"E,25°13'36.98"N,48°36'23.36"E,23°52'07.79"N,46°21'06.44"E,23°29'44.16"N,48°10'27.23"E,24.55315,47.4738,25.59889,46.75843,25.22694,48.60649,23.86883,46.35179,23.4956,48.17423,LC08_L1TP_165043_20170427_20170515_01_T1,LC81650432017117LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432017117LGN00
LC08_L1TP_166043_20170418_20170501_01_T1,LC81660432017108LGN00,2017/04/18,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/05/01,2017:108:07:22:48.7267240,2017:108:07:23:20.4967210,LGN,DAY,19.5,19.5,413,4,6.956,4.925,4.912,9,LPGS_2.7.0,64.16095129,117.74186593,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170418070543_20170418073733.01,LT8BPF20170411182527_20170426213730.01,LC08CPF_20170401_20170630_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.48"N,45°55'38.14"E,25°35'55.03"N,45°12'43.81"E,25°13'36.34"N,47°03'35.06"E,23°52'06.64"N,44°48'19.66"E,23°29'43.30"N,46°37'38.71"E,24.55291,45.92726,25.59862,45.21217,25.22676,47.05974,23.86851,44.80546,23.49536,46.62742,LC08_L1TP_166043_20170418_20170501_01_T1,LC81660432017108LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432017108LGN00
LC08_L1TP_165043_20170411_20170415_01_T1,LC81650432017101LGN00,2017/04/11,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/04/15,2017:101:07:16:42.0930250,2017:101:07:17:13.8630220,LGN,DAY,0,0,364,4,7.845,4.972,6.068,9,LPGS_2.7.0,62.33948625,121.67069301,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170411065936_20170411072927.01,LT8BPF20170327085754_20170411160422.01,LC08CPF_20170401_20170630_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.62"N,47°28'28.56"E,25°35'55.25"N,46°45'33.59"E,25°13'35.98"N,48°36'26.50"E,23°52'07.10"N,46°21'09.29"E,23°29'43.26"N,48°10'29.96"E,24.55295,47.4746,25.59868,46.75933,25.22666,48.60736,23.86864,46.35258,23.49535,48.17499,LC08_L1TP_165043_20170411_20170415_01_T1,LC81650432017101LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432017101LGN00
LC08_L1TP_166043_20170402_20170414_01_T1,LC81660432017092LGN00,2017/04/02,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/04/14,2017:092:07:22:57.3430000,2017:092:07:23:29.1129970,LGN,DAY,5.7,5.7,484,4,7.259,5.38,4.872,9,LPGS_2.7.0,59.68006916,126.1665466,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170402070551_20170402083312.01,LT8BPF20170327085754_20170411160422.01,LC08CPF_20170401_20170630_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.22"N,45°56'03.66"E,25°35'54.82"N,45°13'09.41"E,25°13'35.90"N,47°04'00.59"E,23°52'06.42"N,44°48'45.11"E,23°29'42.86"N,46°38'04.13"E,24.55284,45.93435,25.59856,45.21928,25.22664,47.06683,23.86845,44.81253,23.49524,46.63448,LC08_L1TP_166043_20170402_20170414_01_T1,LC81660432017092LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432017092LGN00
LC08_L1TP_165043_20170326_20170329_01_T1,LC81650432017085LGN00,2017/03/26,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/03/29,2017:085:07:16:49.1597570,2017:085:07:17:20.9297540,LGN,DAY,15.08,15.08,229,4,7.702,5.355,5.536,9,LPGS_2.7.0,57.43029237,129.26160931,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170326065943_20170326074445.01,LT8BPF20170313072704_20170327084418.02,LC08CPF_20170101_20170331_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.95"N,47°29'12.62"E,25°35'56.72"N,46°46'17.83"E,25°13'37.16"N,48°37'10.67"E,23°52'08.62"N,46°21'53.24"E,23°29'44.45"N,48°11'13.81"E,24.55332,47.48684,25.59909,46.77162,25.22699,48.61963,23.86906,46.36479,23.49568,48.18717,LC08_L1TP_165043_20170326_20170329_01_T1,LC81650432017085LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432017085LGN00
LC08_L1TP_166043_20170317_20170328_01_T1,LC81660432017076LGN00,2017/03/17,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/03/28,2017:076:07:23:05.2957770,2017:076:07:23:37.0657740,LGN,DAY,49.7,49.7,312,4,7.4,5.375,5.086,9,LPGS_2.7.0,54.40470013,132.76852479,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170317070559_20170317075301.01,LT8BPF20170313072704_20170327084418.02,LC08CPF_20170101_20170331_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.70"N,45°56'25.04"E,25°35'56.33"N,45°13'31.44"E,25°13'37.20"N,47°04'22.08"E,23°52'07.72"N,44°49'06.78"E,23°29'43.98"N,46°38'25.22"E,24.55325,45.94029,25.59898,45.2254,25.227,47.0728,23.86881,44.81855,23.49555,46.64034,LC08_L1TP_166043_20170317_20170328_01_T1,LC81660432017076LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432017076LGN00
LC08_L1TP_165043_20170310_20170317_01_T1,LC81650432017069LGN00,2017/03/10,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/03/17,2017:069:07:16:58.9260450,2017:069:07:17:30.6960420,LGN,DAY,4.07,4.07,354,4,6.853,4.889,4.801,9,LPGS_2.7.0,52.01432114,135.20117202,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170310065953_20170310074455.03,LT8BPF20170225090252_20170313050703.01,LC08CPF_20170101_20170331_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.16"N,47°29'00.92"E,25°35'56.18"N,46°46'06.56"E,25°13'36.37"N,48°36'58.97"E,23°52'07.82"N,46°21'41.65"E,23°29'43.44"N,48°11'01.79"E,24.5531,47.48359,25.59894,46.76849,25.22677,48.61638,23.86884,46.36157,23.4954,48.18383,LC08_L1TP_165043_20170310_20170317_01_T1,LC81650432017069LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432017069LGN00
LC08_L1TP_166043_20170301_20170316_01_T1,LC81660432017060LGN01,2017/03/01,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/03/16,2017:060:07:23:14.5375200,2017:060:07:23:46.3075170,LGN,DAY,29.29,29.29,326,4,7.62,6.061,4.619,9,LPGS_2.7.0,48.99367729,138.03410215,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170301070832_20170301075510.01,LT8BPF20170225090252_20170313050703.01,LC08CPF_20170101_20170331_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.23"N,45°56'11.18"E,25°35'56.04"N,45°13'17.62"E,25°13'36.52"N,47°04'08.51"E,23°52'07.68"N,44°48'52.63"E,23°29'43.51"N,46°38'11.29"E,24.55312,45.93644,25.5989,45.22156,25.22681,47.06903,23.8688,44.81462,23.49542,46.63647,LC08_L1TP_166043_20170301_20170316_01_T1,LC81660432017060LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432017060LGN01
LC08_L1TP_165043_20170222_20170301_01_T1,LC81650432017053LGN00,2017/02/22,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/03/01,2017:053:07:17:06.5584220,2017:053:07:17:38.3284200,LGN,DAY,12.28,12.28,280,4,7.406,5.194,5.279,9,LPGS_2.7.0,46.74681176,140.06905865,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170222070200_20170222074950.02,LT8BPF20170211153314_20170225082016.01,LC08CPF_20170101_20170331_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.81"N,47°29'03.19"E,25°35'56.83"N,46°46'08.80"E,25°13'36.66"N,48°37'01.56"E,23°52'08.69"N,46°21'43.52"E,23°29'43.91"N,48°11'04.02"E,24.55328,47.48422,25.59912,46.76911,25.22685,48.6171,23.86908,46.36209,23.49553,48.18445,LC08_L1TP_165043_20170222_20170301_01_T1,LC81650432017053LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432017053LGN00
LC08_L1TP_166043_20170213_20170228_01_T1,LC81660432017044LGN00,2017/02/13,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/02/28,2017:044:07:23:20.0651280,2017:044:07:23:51.8351250,LGN,DAY,29.03,29.03,215,4,7.317,5.449,4.883,9,LPGS_2.7.0,44.07553006,142.50313629,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15161,7741,7581,7741,7581,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170213070925_20170213075603.01,LT8BPF20170211153314_20170225082016.01,LC08CPF_20170101_20170331_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.37"N,45°56'36.74"E,25°35'55.43"N,45°13'43.14"E,25°13'35.47"N,47°04'34.32"E,23°52'07.32"N,44°49'17.69"E,23°29'42.76"N,46°38'36.64"E,24.55288,45.94354,25.59873,45.22865,25.22652,47.0762,23.8687,44.82158,23.49521,46.64351,LC08_L1TP_166043_20170213_20170228_01_T1,LC81660432017044LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432017044LGN00
LC08_L1TP_165043_20170206_20170216_01_T1,LC81650432017037LGN00,2017/02/06,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/02/16,2017:037:07:17:12.0912080,2017:037:07:17:43.8612050,LGN,DAY,39.29,39.29,221,4,6.24,4.338,4.486,9,LPGS_2.7.0,42.218564,144.28887939,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170206070405_20170206074956.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.16"N,47°29'19.79"E,25°36'04.72"N,46°46'27.44"E,25°13'44.22"N,48°37'20.28"E,23°52'00.16"N,46°21'57.89"E,23°29'35.09"N,48°11'18.24"E,24.5531,47.48883,25.60131,46.77429,25.22895,48.6223,23.86671,46.36608,23.49308,48.1884,LC08_L1TP_165043_20170206_20170216_01_T1,LC81650432017037LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432017037LGN00
LC08_L1TP_166043_20170128_20170214_01_T1,LC81660432017028LGN00,2017/01/28,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/02/14,2017:028:07:23:27.7548450,2017:028:07:23:59.5248420,LGN,DAY,26.74,26.74,318,4,7.905,5.547,5.631,9,LPGS_2.7.0,40.19029773,146.46352219,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170128071108_20170128075611.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.98"N,45°56'12.95"E,25°36'04.50"N,45°13'21.47"E,25°13'44.08"N,47°04'12.90"E,23°51'59.76"N,44°48'51.77"E,23°29'34.80"N,46°38'10.75"E,24.55305,45.93693,25.60125,45.22263,25.22891,47.07025,23.8666,44.81438,23.493,46.63632,LC08_L1TP_166043_20170128_20170214_01_T1,LC81660432017028LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432017028LGN00
LC08_L1TP_165043_20170121_20170311_01_T1,LC81650432017021LGN01,2017/01/21,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/03/11,2017:021:07:17:19.9001660,2017:021:07:17:51.6701630,LGN,DAY,81.04,81.04,32,4,7.737,6.095,4.766,9,LPGS_2.7.0,38.92885477,148.05998836,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170121070524_20170121075315.03,LT8BPF20170113025501_20170126095930.01,LC08CPF_20170101_20170331_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.52"N,47°28'43.46"E,25°35'56.80"N,46°45'49.03"E,25°13'35.90"N,48°36'42.30"E,23°52'09.08"N,46°21'23.08"E,23°29'43.62"N,48°10'44.08"E,24.5532,47.47874,25.59911,46.76362,25.22664,48.61175,23.86919,46.35641,23.49545,48.17891,LC08_L1TP_165043_20170121_20170311_01_T1,LC81650432017021LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432017021LGN01
LC08_L1TP_166043_20170112_20170311_01_T1,LC81660432017012LGN01,2017/01/12,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/03/11,2017:012:07:23:33.6589890,2017:012:07:24:05.4289860,LGN,DAY,.3,.3,568,4,7.159,5.186,4.935,9,LPGS_2.7.0,37.76129866,149.96263116,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170112071202_20170112075953.02,LT8BPF20161230070504_20170113003504.01,LC08CPF_20170101_20170331_01.02,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.70"N,45°55'58.51"E,25°35'57.01"N,45°13'05.05"E,25°13'36.23"N,47°03'56.70"E,23°52'09.05"N,44°48'38.88"E,23°29'43.66"N,46°37'58.30"E,24.55325,45.93292,25.59917,45.21807,25.22673,47.06575,23.86918,44.8108,23.49546,46.63286,LC08_L1TP_166043_20170112_20170311_01_T1,LC81660432017012LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432017012LGN01
LC08_L1TP_165043_20170105_20180526_01_T1,LC81650432017005LGN02,2017/01/05,T1,1, 165, 043, 165, 043,NADIR,-.001,2018/05/26,2017:005:07:17:24.4282760,2017:005:07:17:56.1982730,LGN,DAY,.25,.25,388,4,6.169,4.718,3.975,9,LPGS_13.1.0,37.22698029,151.30743333,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20170105070617_20170105075408.03,LT8BPF20161230070504_20170113003504.01,LC08CPF_20170101_20170331_01.03,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.66"N,47°28'39.94"E,25°35'57.01"N,46°45'45.68"E,25°13'35.87"N,48°36'39.10"E,23°52'09.30"N,46°21'19.51"E,23°29'43.55"N,48°10'40.69"E,24.55324,47.47776,25.59917,46.76269,25.22663,48.61086,23.86925,46.35542,23.49543,48.17797,LC08_L1TP_165043_20170105_20180526_01_T1,LC81650432017005LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432017005LGN02
LC08_L1TP_166043_20161227_20170314_01_T1,LC81660432016362LGN01,2016/12/27,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/03/14,2016:362:07:23:37.3323320,2016:362:07:24:09.1023290,LGN,DAY,.47,.47,556,4,7.193,5.148,5.023,9,LPGS_2.7.0,37.04160467,152.82603059,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15201,7741,7601,7741,7601,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20161227071253_20161227080021.01,LT8BPF20161214105756_20161230070504.01,LC08CPF_20161001_20161231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.41"N,45°56'15.97"E,25°35'56.72"N,45°13'22.80"E,25°13'35.62"N,47°04'14.30"E,23°52'08.90"N,44°48'56.16"E,23°29'43.19"N,46°38'15.50"E,24.55317,45.93777,25.59909,45.223,25.22656,47.07064,23.86914,44.8156,23.49533,46.63764,LC08_L1TP_166043_20161227_20170314_01_T1,LC81660432016362LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432016362LGN01
LC08_L1TP_165043_20161220_20170315_01_T1,LC81650432016355LGN02,2016/12/20,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/03/15,2016:355:07:17:26.7218510,2016:355:07:17:58.4918480,LGN,DAY,.59,.59,378,4,6.338,4.801,4.138,9,LPGS_2.7.0,37.28239876,153.80015309,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20161220070643_20161220084536.01,LT8BPF20161214105756_20161230070504.01,LC08CPF_20161001_20161231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.92"N,47°29'11.29"E,25°35'57.41"N,46°46'17.44"E,25°13'36.16"N,48°37'10.20"E,23°52'09.66"N,46°21'50.90"E,23°29'43.80"N,48°11'11.40"E,24.55331,47.48647,25.59928,46.77151,25.22671,48.6195,23.86935,46.36414,23.4955,48.1865,LC08_L1TP_165043_20161220_20170315_01_T1,LC81650432016355LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432016355LGN02
LC08_L1TP_166043_20161211_20170316_01_T1,LC81660432016346LGN01,2016/12/11,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/03/16,2016:346:07:23:40.8381340,2016:346:07:24:12.6081310,LGN,DAY,1.3,1.3,537,4,7.113,5.056,5.002,9,LPGS_2.7.0,38.07033902,154.72858055,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20161211071233_20161211080024.01,LT8BPF20161204000523_20161214083706.01,LC08CPF_20161001_20161231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.59"N,45°56'05.71"E,25°35'57.19"N,45°13'13.01"E,25°13'35.98"N,47°04'03.76"E,23°52'09.08"N,44°48'46.04"E,23°29'43.26"N,46°38'04.63"E,24.55322,45.93492,25.59922,45.22028,25.22666,47.06771,23.86919,44.81279,23.49535,46.63462,LC08_L1TP_166043_20161211_20170316_01_T1,LC81660432016346LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432016346LGN01
LC08_L1TP_165043_20161204_20170317_01_T1,LC81650432016339LGN01,2016/12/04,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/03/17,2016:339:07:17:31.7858990,2016:339:07:18:03.5558960,LGN,DAY,.07,.07,391,4,5.91,4.234,4.123,9,LPGS_2.7.0,39.03391847,155.15929972,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20161204070624_20161204084517.01,LT8BPF20161204000523_20161214083706.01,LC08CPF_20161001_20161231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.80"N,47°28'32.30"E,25°35'56.54"N,46°45'38.74"E,25°13'35.08"N,48°36'31.25"E,23°52'08.51"N,46°21'11.99"E,23°29'42.47"N,48°10'32.30"E,24.553,47.47564,25.59904,46.76076,25.22641,48.60868,23.86903,46.35333,23.49513,48.17564,LC08_L1TP_165043_20161204_20170317_01_T1,LC81650432016339LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432016339LGN01
LC08_L1GT_166043_20161125_20170317_01_T2,LC81660432016330LGN01,2016/11/25,T2,1, 166, 043, 166, 043,NADIR,-.001,2017/03/17,2016:330:07:23:43.7074490,2016:330:07:24:15.4774460,LGN,DAY,100,100,-1,4,0,0,0,9,LPGS_2.7.0,40.67560938,155.28376311,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20161125071212_20161125085105.01,LT8BPF20161114203648_20161203213854.01,LC08CPF_20161001_20161231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.87"N,45°55'50.12"E,25°35'56.51"N,45°12'57.74"E,25°13'35.11"N,47°03'48.42"E,23°52'08.54"N,44°48'30.49"E,23°29'42.54"N,46°37'49.01"E,24.55302,45.93059,25.59903,45.21604,25.22642,47.06345,23.86904,44.80847,23.49515,46.63028,LC08_L1GT_166043_20161125_20170317_01_T2,LC81660432016330LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432016330LGN01
LC08_L1TP_165043_20161118_20180526_01_T1,LC81650432016323LGN02,2016/11/18,T1,1, 165, 043, 165, 043,NADIR,-.001,2018/05/26,2016:323:07:17:32.8254460,2016:323:07:18:04.5954430,LGN,DAY,2.83,2.83,372,4,6.576,4.956,4.322,9,LPGS_13.1.0,42.22303693,154.99699714,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20161118070513_20161118084406.01,LT8BPF20161114203648_20161203213854.01,LC08CPF_20161001_20161231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.94"N,47°28'40.08"E,25°35'56.80"N,46°45'46.55"E,25°13'35.11"N,48°36'39.06"E,23°52'08.98"N,46°21'19.58"E,23°29'42.65"N,48°10'39.86"E,24.55304,47.4778,25.59911,46.76293,25.22642,48.61085,23.86916,46.35544,23.49518,48.17774,LC08_L1TP_165043_20161118_20180526_01_T1,LC81650432016323LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432016323LGN02
