Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality, Processing Software Version,Sun Elevation L1,Sun Azimuth L1,TIRS SSM Model,Data Type Level-1,Sensor Identifier,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Bias Parameter File Name OLI,Bias Parameter File Name TIRS, Calibration Parameter File,RLUT File Name,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LC08_L1TP_012031_20140129_20170307_01_T1,LC80120312014029LGN01,2014/01/29,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/07,2014:029:15:27:56.3855660,2014:029:15:28:28.1555620,LGN,DAY,26.64,52.43,293,4,8.819,5.755,6.683,9,LPGS_2.7.0,26.84983866,155.8088221,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140129151716_20140129160638.01,LT8BPF20140129151322_20140129160731.01,LC08CPF_20140101_20140331_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'33.77"N,71°21'23.22"W,42°48'52.92"N,72°12'25.52"W,42°24'04.07"N,69°56'43.26"W,41°05'58.31"N,72°44'29.15"W,40°41'19.14"N,70°32'19.36"W,41.75938,-71.35645,42.8147,-72.20709,42.40113,-69.94535,41.09953,-72.74143,40.68865,-70.53871,LC08_L1TP_012031_20140129_20170307_01_T1,LC80120312014029LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014029LGN01
LC08_L1TP_012031_20140113_20170306_01_T1,LC80120312014013LGN01,2014/01/13,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/06,2014:013:15:28:02.2229740,2014:013:15:28:33.9929700,LGN,DAY,33.53,20.67,582,4,8.389,5.06,6.69,9,LPGS_2.7.0,23.77791608,158.16719592,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20140113151721_20140113160643.01,LT8BPF20140113151327_20140113160736.01,LC08CPF_20140101_20140331_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.85"N,71°20'11.40"W,42°48'54.07"N,72°11'15.40"W,42°24'04.18"N,69°55'29.78"W,41°06'00.47"N,72°43'19.24"W,40°41'20.22"N,70°31'06.10"W,41.75968,-71.3365,42.81502,-72.18761,42.40116,-69.92494,41.10013,-72.72201,40.68895,-70.51836,LC08_L1TP_012031_20140113_20170306_01_T1,LC80120312014013LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312014013LGN01
LC08_L1TP_012031_20131228_20170307_01_T1,LC80120312013362LGN01,2013/12/28,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/07,2013:362:15:28:16.3637800,2013:362:15:28:48.1337760,LGN,DAY,87.01,84.04,111,4,8.342,6.046,5.748,9,LPGS_2.7.0,22.49373331,160.46884946,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15801,8011,7901,8011,7901,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20131228152246_20131228160546.01,LT8BPF20131228151852_20131228160639.01,LC08CPF_20131026_20131231_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.03"N,71°21'23.65"W,42°48'54.29"N,72°12'27.79"W,42°24'03.82"N,69°56'41.14"W,41°06'01.08"N,72°44'32.14"W,40°41'20.26"N,70°32'17.84"W,41.75973,-71.35657,42.81508,-72.20772,42.40106,-69.94476,41.1003,-72.74226,40.68896,-70.53829,LC08_L1TP_012031_20131228_20170307_01_T1,LC80120312013362LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013362LGN01
LC08_L1TP_012031_20131212_20170307_01_T1,LC80120312013346LGN01,2013/12/12,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/07,2013:346:15:28:25.2177110,2013:346:15:28:56.9877070,LGN,DAY,7.13,8.87,401,4,9.205,5.771,7.172,9,LPGS_2.7.0,23.0959478,162.35027971,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20131212152231_20131212160707.01,LT8BPF20131212151837_20131212160800.01,LC08CPF_20131026_20131231_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.03"N,71°21'32.11"W,42°48'54.50"N,72°12'34.78"W,42°24'04.18"N,69°56'50.60"W,41°06'00.72"N,72°44'39.77"W,40°41'20.04"N,70°32'27.82"W,41.75973,-71.35892,42.81514,-72.20966,42.40116,-69.94739,41.1002,-72.74438,40.6889,-70.54106,LC08_L1TP_012031_20131212_20170307_01_T1,LC80120312013346LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013346LGN01
LC08_L1TP_012031_20131126_20170307_01_T2,LC80120312013330LGN01,2013/11/26,T2,1, 012, 031, 012, 031,NADIR,-.001,2017/03/07,2013:330:15:28:27.3737440,2013:330:15:28:59.1437400,LGN,DAY,100,100,28,4,14.366,9.744,10.556,9,LPGS_2.7.0,25.4692469,163.44024391,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20131126152233_20131126160710.01,LT8BPF20131126151839_20131126160803.01,LC08CPF_20131026_20131231_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.28"N,71°20'16.55"W,42°48'55.01"N,72°11'16.84"W,42°24'05.26"N,69°55'36.70"W,41°06'00.22"N,72°43'22.37"W,40°41'20.08"N,70°31'14.34"W,41.7598,-71.33793,42.81528,-72.18801,42.40146,-69.92686,41.10006,-72.72288,40.68891,-70.52065,LC08_L1TP_012031_20131126_20170307_01_T2,LC80120312013330LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013330LGN01
LC08_L1TP_012031_20131110_20170307_01_T1,LC80120312013314LGN01,2013/11/10,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/07,2013:314:15:28:35.1678090,2013:314:15:29:06.9378050,LGN,DAY,55.1,56.05,193,4,8.705,6.032,6.276,9,LPGS_2.7.0,29.30304958,163.40667883,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20131110144956_20131110160605.01,LT8BPF20131110151847_20131110160658.02,LC08CPF_20131026_20131231_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.56"N,71°20'37.50"W,42°48'54.32"N,72°11'36.06"W,42°24'04.82"N,69°55'58.58"W,41°05'59.03"N,72°43'42.20"W,40°41'19.14"N,70°31'36.91"W,41.7596,-71.34375,42.81509,-72.19335,42.40134,-69.93294,41.09973,-72.72839,40.68865,-70.52692,LC08_L1TP_012031_20131110_20170307_01_T1,LC80120312013314LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013314LGN01
LC08_L1TP_012031_20130923_20170308_01_T1,LC80120312013266LGN01,2013/09/23,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/08,2013:266:15:28:44.8691780,2013:266:15:29:16.6391740,LGN,DAY,.25,.15,668,4,6.968,4.497,5.322,9,LPGS_2.7.0,45.17739203,155.30213327,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130923151605_20130923154042.01,LT8BPF20130923151211_20130923154135.01,LC08CPF_20130920_20130930_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.70"N,71°19'28.02"W,42°48'54.61"N,72°10'30.00"W,42°24'02.99"N,69°54'45.65"W,41°06'01.04"N,72°42'36.43"W,40°41'19.10"N,70°30'24.52"W,41.75964,-71.32445,42.81517,-72.175,42.40083,-69.91268,41.10029,-72.71012,40.68864,-70.50681,LC08_L1TP_012031_20130923_20170308_01_T1,LC80120312013266LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013266LGN01
LC08_L1TP_012031_20130907_20170309_01_T1,LC80120312013250LGN01,2013/09/07,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/09,2013:250:15:28:52.2669770,2013:250:15:29:24.0369730,LGN,DAY,1.47,.95,667,4,6.989,4.392,5.436,9,LPGS_2.7.0,50.47736556,150.20818382,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15801,8011,7901,8011,7901,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130907151612_20130907154049.01,LT8BPF20130907151218_20130907154142.01,LC08CPF_20130701_20130919_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.16"N,71°20'33.54"W,42°48'54.22"N,72°11'36.20"W,42°24'01.84"N,69°55'50.05"W,41°06'01.30"N,72°43'43.18"W,40°41'18.60"N,70°31'29.35"W,41.75949,-71.34265,42.81506,-72.19339,42.40051,-69.93057,41.10036,-72.72866,40.6885,-70.52482,LC08_L1TP_012031_20130907_20170309_01_T1,LC80120312013250LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013250LGN01
LC08_L1TP_012031_20130822_20170309_01_T1,LC80120312013234LGN01,2013/08/22,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/09,2013:234:15:28:53.2120000,2013:234:15:29:24.9819960,LGN,DAY,78.21,76.94,338,4,7.623,4.935,5.81,9,LPGS_2.7.0,55.22892055,144.52070954,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130822133720_20130822153938.01,LT8BPF20130822151219_20130822154031.01,LC08CPF_20130701_20130919_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.60"N,71°20'18.71"W,42°48'54.86"N,72°11'20.18"W,42°24'02.59"N,69°55'36.01"W,41°06'01.44"N,72°43'27.66"W,40°41'18.82"N,70°31'15.67"W,41.75961,-71.33853,42.81524,-72.18894,42.40072,-69.92667,41.1004,-72.72435,40.68856,-70.52102,LC08_L1TP_012031_20130822_20170309_01_T1,LC80120312013234LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013234LGN01
LC08_L1TP_012031_20130806_20170309_01_T1,LC80120312013218LGN01,2013/08/06,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/09,2013:218:15:28:51.5857050,2013:218:15:29:23.3557010,LGN,DAY,.58,.33,669,4,7.491,4.583,5.926,9,LPGS_2.7.0,59.2360822,138.96213191,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130806141753_20130806153913.01,LT8BPF20130806151904_20130806154006.01,LC08CPF_20130701_20130919_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.17"N,71°19'38.75"W,42°48'55.66"N,72°10'37.52"W,42°24'03.85"N,69°54'57.74"W,41°06'01.33"N,72°42'45.94"W,40°41'19.21"N,70°30'38.16"W,41.75977,-71.32743,42.81546,-72.17709,42.40107,-69.91604,41.10037,-72.71276,40.68867,-70.5106,LC08_L1TP_012031_20130806_20170309_01_T1,LC80120312013218LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013218LGN01
LC08_L1TP_012031_20130721_20170309_01_T1,LC80120312013202LGN01,2013/07/21,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/09,2013:202:15:28:47.9808080,2013:202:15:29:19.7508040,LGN,DAY,81.51,82.74,145,4,8.174,5.367,6.165,9,LPGS_2.7.0,62.38129249,134.49774521,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130721152406_20130721154021.01,LT8BPF20130721152012_20130721154114.01,LC08CPF_20130701_20130919_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.42"N,71°18'42.98"W,42°48'55.04"N,72°09'39.56"W,42°24'03.74"N,69°54'03.56"W,41°05'59.89"N,72°41'48.44"W,40°41'18.24"N,70°29'44.48"W,41.75956,-71.31194,42.81529,-72.16099,42.40104,-69.90099,41.09997,-72.69679,40.6884,-70.49569,LC08_L1TP_012031_20130721_20170309_01_T1,LC80120312013202LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013202LGN01
LC08_L1TP_012031_20130705_20170309_01_T1,LC80120312013186LGN01,2013/07/05,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/09,2013:186:15:28:50.0873450,2013:186:15:29:21.8573410,LGN,DAY,5.53,4.43,542,4,7.975,4.827,6.348,9,LPGS_2.7.0,64.55106938,132.14953865,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130705152256_20130705153935.02,LT8BPF20130705135517_20130705154028.01,LC08CPF_20130701_20130919_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.34"N,71°19'24.35"W,42°48'55.19"N,72°10'20.39"W,42°24'03.92"N,69°54'45.43"W,41°05'59.68"N,72°42'29.41"W,40°41'18.13"N,70°30'26.68"W,41.75954,-71.32343,42.81533,-72.17233,42.40109,-69.91262,41.09991,-72.70817,40.68837,-70.50741,LC08_L1TP_012031_20130705_20170309_01_T1,LC80120312013186LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013186LGN01
LC08_L1TP_012031_20130619_20170309_01_T1,LC80120312013170LGN01,2013/06/19,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/09,2013:170:15:28:47.7161460,2013:170:15:29:17.5121660,LGN,DAY,7.44,15.13,511,4,7.856,4.723,6.279,9,LPGS_2.7.0,65.55535015,132.55053618,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15141,15541,7571,7771,7571,7771,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130619152256_20130619153930.02,LT8BPF20130619141838_20130619154022.01,LC08CPF_20130401_20130627_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.50"N,71°18'52.45"W,42°45'23.83"N,72°10'57.79"W,42°20'32.71"N,69°55'27.12"W,41°09'34.09"N,72°40'53.80"W,40°44'51.18"N,70°28'41.20"W,41.75986,-71.31457,42.75662,-72.18272,42.34242,-69.9242,41.15947,-72.68161,40.74755,-70.47811,LC08_L1TP_012031_20130619_20170309_01_T1,LC80120312013170LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013170LGN01
LC08_L1GT_012031_20130603_20170310_01_T2,LC80120312013154LGN01,2013/06/03,T2,1, 012, 031, 012, 031,NADIR,-.001,2017/03/10,2013:154:15:28:54.7611510,2013:154:15:29:24.5571710,LGN,DAY,43.36,38.5,-1,4,0,0,0,9,LPGS_2.7.0,65.13444578,135.44751027,ACTUAL,OLI_TIRS_L1GT,OLI_TIRS,15141,15561,7571,7781,7571,7781,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130603152303_20130603154025.01,LT8BPF20130603151909_20130603154117.01,LC08CPF_20130401_20130627_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.02"N,71°21'03.38"W,42°45'22.25"N,72°13'11.53"W,42°20'30.01"N,69°57'35.21"W,41°09'33.88"N,72°43'07.28"W,40°44'49.78"N,70°30'49.10"W,41.75945,-71.35094,42.75618,-72.21987,42.34167,-69.95978,41.15941,-72.71869,40.74716,-70.51364,LC08_L1GT_012031_20130603_20170310_01_T2,LC80120312013154LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013154LGN01
LC08_L1TP_012031_20130518_20170310_01_T1,LC80120312013138LGN02,2013/05/18,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/10,2013:138:15:28:52.2673440,2013:138:15:29:22.0633640,LGN,DAY,67.52,61.46,299,4,8.381,5.652,6.188,9,LPGS_2.7.0,63.07418224,139.56493581,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15161,15561,7581,7781,7581,7781,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130518151614_20130518154046.01,LT8BPF20130518151221_20130518154138.01,LC08CPF_20130401_20130627_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.03"N,71°20'58.13"W,42°45'23.08"N,72°13'08.04"W,42°20'30.19"N,69°57'28.58"W,41°09'35.53"N,72°43'03.58"W,40°44'50.82"N,70°30'42.16"W,41.75973,-71.34948,42.75641,-72.2189,42.34172,-69.95794,41.15987,-72.71766,40.74745,-70.51171,LC08_L1TP_012031_20130518_20170310_01_T1,LC80120312013138LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013138LGN02
LC08_L1TP_012031_20130502_20170310_01_T1,LC80120312013122LGN02,2013/05/02,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/10,2013:122:15:28:39.6403440,2013:122:15:29:09.4363640,LGN,DAY,.1,.08,564,4,7.513,4.927,5.671,9,LPGS_2.7.0,59.40718374,143.5156779,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15141,15541,7571,7771,7571,7771,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130502151602_20130502154010.02,LT8BPF20130502151208_20130502154102.02,LC08CPF_20130401_20130627_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.21"N,71°18'22.79"W,42°45'23.44"N,72°10'31.87"W,42°20'30.73"N,69°54'53.71"W,41°09'35.50"N,72°40'27.66"W,40°44'50.89"N,70°28'07.43"W,41.75978,-71.30633,42.75651,-72.17552,42.34187,-69.91492,41.15986,-72.67435,40.74747,-70.46873,LC08_L1TP_012031_20130502_20170310_01_T1,LC80120312013122LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013122LGN02
LC08_L1TP_012031_20130416_20170310_01_T1,LC80120312013106LGN03,2013/04/16,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/10,2013:106:15:28:40.7667420,2013:106:15:29:10.5627620,LGN,DAY,14.82,11.74,524,4,7.564,4.982,5.692,9,LPGS_2.7.0,54.41131525,146.57347971,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15161,15541,7581,7771,7581,7771,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130416151827_20130416153637.01,LT8BPF20130416151434_20130416153729.01,LC08CPF_20130401_20130627_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'33.77"N,71°19'23.99"W,42°45'22.14"N,72°11'30.37"W,42°20'30.23"N,69°55'57.25"W,41°09'33.16"N,72°41'26.74"W,40°44'49.34"N,70°29'11.36"W,41.75938,-71.32333,42.75615,-72.19177,42.34173,-69.93257,41.15921,-72.69076,40.74704,-70.48649,LC08_L1TP_012031_20130416_20170310_01_T1,LC80120312013106LGN03,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013106LGN03
LC08_L1TP_012031_20130409_20170310_01_T1,LC80120312013099LGN02,2013/04/09,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/10,2013:099:15:27:39.2913750,2013:099:15:28:09.0873950,LGN,DAY,15.54,11.84,456,4,7.571,5.077,5.616,9,LPGS_2.7.0,51.91632915,147.63548793,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15141,15421,7571,7711,7571,7711,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130409151436_20130409153531.01,LT8BPF20130409151042_20130409153623.01,LC08CPF_20130401_20130627_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'34.52"N,71°04'30.97"W,42°45'24.62"N,71°55'56.57"W,42°20'43.51"N,69°41'36.53"W,41°09'22.64"N,72°26'02.58"W,40°44'49.31"N,70°14'56.69"W,41.75959,-71.07527,42.75684,-71.93238,42.34542,-69.69348,41.15629,-72.43405,40.74703,-70.24908,LC08_L1TP_012031_20130409_20170310_01_T1,LC80120312013099LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013099LGN02
LC08_L1TP_012031_20130404_20170310_01_T1,LC80120312013094LGN02,2013/04/04,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/03/10,2013:094:15:27:29.5065760,2013:094:15:27:59.3025970,LGN,DAY,1.51,.78,549,4,7.173,4.68,5.436,9,LPGS_2.7.0,50.03688029,148.25559842,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15121,15201,7561,7601,7561,7601,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20130404151430_20130404153522.01,LT8BPF20130404151036_20130404153614.01,LC08CPF_20130401_20130627_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.28"N,71°04'46.06"W,42°45'28.26"N,71°54'50.04"W,42°21'16.16"N,69°43'02.57"W,41°08'53.05"N,72°25'05.84"W,40°44'49.16"N,70°16'32.23"W,41.7598,-71.07946,42.75785,-71.9139,42.35449,-69.71738,41.14807,-72.41829,40.74699,-70.27562,LC08_L1TP_012031_20130404_20170310_01_T1,LC80120312013094LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312013094LGN02
LC08_L1TP_013031_20130330_20170310_01_T1,LC80130312013089LGN02,2013/03/30,T1,1, 013, 031, 013, 031,NADIR,-.001,2017/03/10,2013:089:15:31:41.7937540,2013:089:15:32:11.5897750,LGN,DAY,16.77,14.02,426,4,8.093,5.769,5.676,9,LPGS_2.7.0,48.1048771,148.80982964,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,14621,14701,7311,7351,7311,7351,UTM,18,WGS84,WGS84,15,30,30,LO8BPF20130330152129_20130330153600.01,LT8BPF20130330151735_20130330153652.01,LC08CPF_20130101_20130331_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.46"N,72°11'02.76"W,42°45'28.26"N,73°01'06.35"W,42°21'16.27"N,70°49'19.56"W,41°08'53.16"N,73°31'21.83"W,40°44'49.49"N,71°22'49.30"W,41.75985,-72.1841,42.75785,-73.01843,42.35452,-70.8221,41.1481,-73.52273,40.74708,-71.38036,LC08_L1TP_013031_20130330_20170310_01_T1,LC80130312013089LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80130312013089LGN02
LT08_L1GT_012031_20130312_20170310_01_T2,LT80120312013071LGN02,2013/03/12,T2,1, 012, 031, 012, 031,NADIR,-.001,2017/03/10,2013:071:15:28:26.9905330,2013:071:15:29:03.8897040,LGN,DAY,-1,-1,-1,-1,,,,9,LPGS_2.7.0,40.96684547,150.56419744,ACTUAL,TIRS_L1GT,TIRS,0,0,0,0,7811,7581,UTM,19,WGS84,WGS84,0,0,30,N/A,LT8BPF20130312151513_20130312153120.01,LC08CPF_20130101_20130331_01.01,LC08RLUT_20130211_20150302_01_11.h5,41°45'35.82"N,71°35'42.43"W,42°47'38.00"N,72°23'40.20"W,42°23'59.86"N,70°14'33.72"W,41°06'25.60"N,72°55'18.01"W,40°43'13.33"N,70°49'28.49"W,41.75995,-71.59512,42.79389,-72.3945,42.39996,-70.2427,41.10711,-72.92167,40.72037,-70.82458,LT08_L1GT_012031_20130312_20170310_01_T2,LT80120312013071LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LT80120312013071LGN02
