Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Gap Phase Source,Gap Phase Statistic,Data Type Level-1,Sensor Identifier,Ephemeris Type,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Scan Gap Interpolation,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LE07_L1GT_012031_20141223_20160903_01_T2,LE70120312014357EDC00,2014/12/23,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2016/09/03,2014:357:15:25:25.5794374,2014:357:15:25:52.3333749,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,38,31,-1,-1,,,,9,N,LPGS_12.8.1,FULL,22.31610689,160.46595174,DE,-15.893632,ETM_L1GT,ETM,DEFINITIVE,14721,16621,7361,8311,7361,8311,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20141001_20141231_01.02,2,41°45'15.19"N,71°19'38.17"W,42°42'42.30"N,72°12'35.57"W,42°22'42.89"N,69°55'17.33"W,41°06'40.57"N,72°42'29.23"W,40°47'10.75"N,70°28'28.96"W,41.75422,-71.32727,42.71175,-72.20988,42.37858,-69.92148,41.11127,-72.70812,40.78632,-70.47471,LE07_L1GT_012031_20141223_20160903_01_T2,LE70120312014357EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014357EDC00
LE07_L1TP_012031_20141207_20160906_01_T1,LE70120312014341EDC00,2014/12/07,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/06,2014:341:15:25:16.9394375,2014:341:15:25:43.6936249,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,77,85,80,4,6.142,5.177,3.305,9,N,LPGS_12.8.1,FULL,23.52638628,162.06768032,DE,1.591945,ETM_L1TP,ETM,DEFINITIVE,14781,16601,7391,8301,7391,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20141001_20141231_01.02,2,41°45'15.05"N,71°18'34.74"W,42°42'40.79"N,72°11'30.34"W,42°22'40.87"N,69°54'11.30"W,41°06'38.23"N,72°41'27.85"W,40°47'07.98"N,70°27'26.78"W,41.75418,-71.30965,42.71133,-72.19176,42.37802,-69.90314,41.11062,-72.69107,40.78555,-70.45744,LE07_L1TP_012031_20141207_20160906_01_T1,LE70120312014341EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014341EDC00
LE07_L1TP_012031_20141121_20160903_01_T1,LE70120312014325EDC00,2014/11/21,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/03,2014:325:15:25:09.4434374,2014:325:15:25:36.1973750,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,3,4,198,4,4.295,3.455,2.551,9,N,LPGS_12.8.1,FULL,26.41424603,162.72873345,DE,-7.856324,ETM_L1TP,ETM,DEFINITIVE,14721,16621,7361,8311,7361,8311,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20141001_20141231_01.02,2,41°45'12.71"N,71°18'03.85"W,42°42'41.98"N,72°11'00.56"W,42°22'41.52"N,69°53'40.60"W,41°06'40.36"N,72°40'54.66"W,40°47'09.67"N,70°26'52.58"W,41.75353,-71.30107,42.71166,-72.18349,42.3782,-69.89461,41.11121,-72.68185,40.78602,-70.44794,LE07_L1TP_012031_20141121_20160903_01_T1,LE70120312014325EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014325EDC00
LE07_L1TP_012031_20141105_20160905_01_T1,LE70120312014309EDC00,2014/11/05,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/05,2014:309:15:25:06.6499375,2014:309:15:25:33.4038749,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,17,4,8.774,8.029,3.539,9,N,LPGS_12.8.1,FULL,30.62071737,162.16844412,DE,12.467906,ETM_L1TP,ETM,DEFINITIVE,14721,16621,7361,8311,7361,8311,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20141001_20141231_01.02,2,41°45'12.20"N,71°18'59.62"W,42°42'45.68"N,72°11'50.75"W,42°22'45.16"N,69°54'31.03"W,41°06'43.02"N,72°41'51.32"W,40°47'12.12"N,70°27'49.61"W,41.75339,-71.31656,42.71269,-72.19743,42.37921,-69.90862,41.11195,-72.69759,40.7867,-70.46378,LE07_L1TP_012031_20141105_20160905_01_T1,LE70120312014309EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014309EDC00
LE07_L1TP_012031_20141020_20160904_01_T1,LE70120312014293EDC00,2014/10/20,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/04,2014:293:15:24:56.7542500,2014:293:15:25:23.5081875,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,8,6,218,4,3.492,2.844,2.027,9,N,LPGS_12.8.1,FULL,35.69987668,160.23652838,DE,3.608603,ETM_L1TP,ETM,DEFINITIVE,14781,16601,7391,8301,7391,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20141001_20141231_01.02,2,41°45'11.34"N,71°18'20.56"W,42°42'39.17"N,72°11'15.68"W,42°22'38.24"N,69°53'57.30"W,41°06'37.44"N,72°41'11.00"W,40°47'06.32"N,70°27'10.48"W,41.75315,-71.30571,42.71088,-72.18769,42.37729,-69.89925,41.1104,-72.68639,40.78509,-70.45291,LE07_L1TP_012031_20141020_20160904_01_T1,LE70120312014293EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014293EDC00
LE07_L1GT_012031_20141004_20160903_01_T2,LE70120312014277EDC02,2014/10/04,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2016/09/03,2014:277:15:24:47.8579374,2014:277:15:25:14.6118750,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_12.8.1,FULL,41.17291819,156.90043434,DE,16.133097,ETM_L1GT,ETM,DEFINITIVE,14701,16601,7351,8301,7351,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20141001_20141231_01.02,2,41°45'11.12"N,71°18'14.90"W,42°42'36.11"N,72°11'07.55"W,42°22'35.54"N,69°53'50.21"W,41°06'35.89"N,72°41'06.86"W,40°47'05.28"N,70°27'07.20"W,41.75309,-71.30414,42.71003,-72.18543,42.37654,-69.89728,41.10997,-72.68524,40.7848,-70.452,LE07_L1GT_012031_20141004_20160903_01_T2,LE70120312014277EDC02,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014277EDC02
LE07_L1TP_012031_20140918_20160903_01_T1,LE70120312014261EDC02,2014/09/18,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/03,2014:261:15:24:35.5442500,2014:261:15:25:02.2981874,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,0,0,235,4,2.999,2.226,2.01,9,N,LPGS_12.8.1,FULL,46.61662094,152.30994642,DE,10.986112,ETM_L1TP,ETM,DEFINITIVE,14781,16621,7391,8311,7391,8311,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140701_20140930_01.02,2,41°45'09.68"N,71°17'26.45"W,42°42'43.13"N,72°10'16.46"W,42°22'41.99"N,69°52'59.56"W,41°06'39.13"N,72°40'16.93"W,40°47'07.94"N,70°26'17.84"W,41.75269,-71.29068,42.71198,-72.17124,42.37833,-69.88321,41.11087,-72.67137,40.78554,-70.43829,LE07_L1TP_012031_20140918_20160903_01_T1,LE70120312014261EDC02,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014261EDC02
LE07_L1TP_012031_20140902_20160907_01_T1,LE70120312014245EDC00,2014/09/02,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/07,2014:245:15:24:31.8780624,2014:245:15:24:58.6319999,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,9,9,183,4,3.643,2.284,2.838,9,N,LPGS_12.8.1,FULL,51.67565434,146.77822733,DE,2.546092,ETM_L1TP,ETM,DEFINITIVE,14781,16621,7391,8311,7391,8311,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140701_20140930_01.02,2,41°45'19.80"N,71°19'09.41"W,42°42'47.02"N,72°12'01.62"W,42°22'49.04"N,69°54'44.10"W,41°06'42.30"N,72°41'59.03"W,40°47'13.81"N,70°27'59.65"W,41.7555,-71.31928,42.71306,-72.20045,42.38029,-69.91225,41.11175,-72.69973,40.78717,-70.46657,LE07_L1TP_012031_20140902_20160907_01_T1,LE70120312014245EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014245EDC00
LE07_L1TP_012031_20140817_20160904_01_T1,LE70120312014229EDC00,2014/08/17,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/04,2014:229:15:24:32.0636249,2014:229:15:24:58.8175624,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,59,55,41,4,3.361,2.521,2.223,9,N,LPGS_12.8.1,FULL,56.12939104,140.93462269,DE,-.962522,ETM_L1TP,ETM,DEFINITIVE,14761,16601,7381,8301,7381,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140701_20140930_01.02,2,41°45'18.50"N,71°19'28.49"W,42°42'44.64"N,72°12'24.01"W,42°22'46.16"N,69°55'04.84"W,41°06'42.48"N,72°42'19.44"W,40°47'13.81"N,70°28'18.23"W,41.75514,-71.32458,42.7124,-72.20667,42.37949,-69.91801,41.1118,-72.7054,40.78717,-70.47173,LE07_L1TP_012031_20140817_20160904_01_T1,LE70120312014229EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014229EDC00
LE07_L1TP_012031_20140801_20160903_01_T1,LE70120312014213EDC00,2014/08/01,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/03,2014:213:15:24:31.8233125,2014:213:15:24:58.5772500,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,58,66,91,4,3.713,2.772,2.47,9,N,LPGS_12.8.1,FULL,59.7988223,135.53336007,DE,-3.253411,ETM_L1TP,ETM,DEFINITIVE,14781,16601,7391,8301,7391,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140701_20140930_01.02,2,41°45'18.65"N,71°19'57.00"W,42°42'49.10"N,72°12'52.81"W,42°22'50.20"N,69°55'31.73"W,41°06'45.40"N,72°42'47.70"W,40°47'16.01"N,70°28'44.69"W,41.75518,-71.3325,42.71364,-72.21467,42.38061,-69.92548,41.11261,-72.71325,40.78778,-70.47908,LE07_L1TP_012031_20140801_20160903_01_T1,LE70120312014213EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014213EDC00
LE07_L1GT_012031_20140716_20160908_01_T2,LE70120312014197EDC00,2014/07/16,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2016/09/08,2014:197:15:24:24.4518749,2014:197:15:24:51.2058124,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_12.8.1,FULL,62.59351275,131.58841026,DE,-5.678457,ETM_L1GT,ETM,DEFINITIVE,14721,16601,7361,8301,7361,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140701_20140930_01.02,2,41°45'17.86"N,71°18'47.70"W,42°42'53.46"N,72°11'41.86"W,42°22'54.44"N,69°54'21.28"W,41°06'50.62"N,72°41'38.11"W,40°47'21.19"N,70°27'35.50"W,41.75496,-71.31325,42.71485,-72.19496,42.38179,-69.90591,41.11406,-72.69392,40.78922,-70.45986,LE07_L1GT_012031_20140716_20160908_01_T2,LE70120312014197EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014197EDC00
LE07_L1TP_012031_20140630_20160905_01_T1,LE70120312014181EDC00,2014/06/30,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/05,2014:181:15:24:23.2158124,2014:181:15:24:49.9697500,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,1,2,215,4,4.054,3.11,2.6,9,N,LPGS_12.8.1,FULL,64.38527814,130.0259279,DE,7.405869,ETM_L1TP,ETM,DEFINITIVE,14781,16601,7391,8301,7391,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140401_20140630_01.02,2,41°45'18.25"N,71°19'19.92"W,42°42'54.97"N,72°12'13.32"W,42°22'56.03"N,69°54'55.58"W,41°06'50.00"N,72°42'09.36"W,40°47'20.87"N,70°28'09.48"W,41.75507,-71.3222,42.71527,-72.2037,42.38223,-69.91544,41.11389,-72.7026,40.78913,-70.4693,LE07_L1TP_012031_20140630_20160905_01_T1,LE70120312014181EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014181EDC00
LE07_L1GT_107213_20140624_20161112_01_T2,LE71072132014175EDC00,2014/06/24,LANDSAT_7,OFF,T2,1,BUMPER, 107, 213,2016/11/12,2014:175:02:24:05.0945625,2014:175:02:24:31.8484375,EDC Sioux Falls  South Dakota  USA (aka LGS),Night,-1,-1,-1,-1,,,,9,N,LPGS_12.8.2,FULL,-17.01384425,-33.86966662,DE,10.784002,ETM_L1GT,ETM,DEFINITIVE,14221,16121,7111,8061,7111,8061,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140401_20140630_01.02,2,41°45'39.78"N,70°59'30.37"W,41°07'13.04"N,69°36'38.30"W,40°47'40.24"N,71°50'37.90"W,42°43'13.40"N,70°06'38.48"W,42°23'10.61"N,72°23'55.68"W,41.76105,-70.99177,41.12029,-69.61064,40.79451,-71.84386,42.72039,-70.11069,42.38628,-72.3988,LE07_L1GT_107213_20140624_20161112_01_T2,LE71072132014175EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71072132014175EDC00
LE07_L1GT_012031_20140614_20160906_01_T2,LE70120312014165EDC00,2014/06/14,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2016/09/06,2014:165:15:24:17.5418125,2014:165:15:24:44.2957500,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,98,98,-1,-1,,,,9,N,LPGS_12.8.1,FULL,64.96111616,131.25020591,DE,14.137071,ETM_L1GT,ETM,DEFINITIVE,14761,16601,7381,8301,7381,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140401_20140630_01.02,2,41°45'16.52"N,71°18'55.76"W,42°42'52.06"N,72°11'46.54"W,42°22'53.47"N,69°54'31.93"W,41°06'48.24"N,72°41'42.76"W,40°47'19.10"N,70°27'46.04"W,41.75459,-71.31549,42.71446,-72.19626,42.38152,-69.90887,41.1134,-72.69521,40.78864,-70.46279,LE07_L1GT_012031_20140614_20160906_01_T2,LE70120312014165EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014165EDC00
LE07_L1TP_012031_20140529_20160906_01_T1,LE70120312014149EDC00,2014/05/29,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/06,2014:149:15:24:16.1554374,2014:149:15:24:42.9093749,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,1,4,178,4,4.348,2.755,3.364,9,N,LPGS_12.8.1,FULL,64.0489001,134.67141224,DE,-1.93406,ETM_L1TP,ETM,DEFINITIVE,14781,16601,7391,8301,7391,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140401_20140630_01.02,2,41°45'16.81"N,71°19'43.10"W,42°42'46.33"N,72°12'30.53"W,42°22'47.78"N,69°55'16.14"W,41°06'42.80"N,72°42'30.24"W,40°47'13.70"N,70°28'33.74"W,41.75467,-71.32864,42.71287,-72.20848,42.37994,-69.92115,41.11189,-72.7084,40.78714,-70.47604,LE07_L1TP_012031_20140529_20160906_01_T1,LE70120312014149EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014149EDC00
LE07_L1TP_012031_20140513_20160905_01_T1,LE70120312014133EDC00,2014/05/13,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/05,2014:133:15:24:11.8431249,2014:133:15:24:38.5970624,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,66,73,39,4,4.07,2.983,2.769,9,N,LPGS_12.8.1,FULL,61.48944089,138.91210098,DE,-15.538875,ETM_L1TP,ETM,DEFINITIVE,14721,16601,7361,8301,7361,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140401_20140630_01.02,2,41°45'14.76"N,71°19'45.44"W,42°42'47.74"N,72°12'36.76"W,42°22'48.47"N,69°55'21.00"W,41°06'43.78"N,72°42'34.70"W,40°47'14.06"N,70°28'36.95"W,41.7541,-71.32929,42.71326,-72.21021,42.38013,-69.9225,41.11216,-72.70964,40.78724,-70.47693,LE07_L1TP_012031_20140513_20160905_01_T1,LE70120312014133EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014133EDC00
LE07_L1GT_012031_20140427_20160905_01_T2,LE70120312014117EDC00,2014/04/27,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2016/09/05,2014:117:15:24:05.9643750,2014:117:15:24:32.7183125,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,99,99,-1,-1,,,,9,N,LPGS_12.8.1,FULL,57.38425194,142.72217957,DE,6.16713,ETM_L1GT,ETM,DEFINITIVE,14781,16601,7391,8301,7391,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140401_20140630_01.02,2,41°45'14.80"N,71°19'35.22"W,42°42'53.57"N,72°12'27.68"W,42°22'53.90"N,69°55'09.70"W,41°06'49.68"N,72°42'23.90"W,40°47'19.79"N,70°28'23.92"W,41.75411,-71.32645,42.71488,-72.20769,42.38164,-69.91936,41.1138,-72.70664,40.78883,-70.47331,LE07_L1GT_012031_20140427_20160905_01_T2,LE70120312014117EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014117EDC00
LE07_L1TP_012031_20140411_20160905_01_T1,LE70120312014101EDC01,2014/04/11,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/05,2014:101:15:23:54.8038125,2014:101:15:24:21.5578124,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,95,77,30,4,4.865,3.792,3.047,9,N,LPGS_12.8.1,FULL,52.07658511,145.63632312,DE,-5.539254,ETM_L1TP,ETM,DEFINITIVE,14701,16601,7351,8301,7351,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140401_20140630_01.02,2,41°45'14.11"N,71°18'15.80"W,42°42'47.84"N,72°11'08.52"W,42°22'47.68"N,69°53'48.70"W,41°06'45.58"N,72°41'06.07"W,40°47'15.07"N,70°27'04.21"W,41.75392,-71.30439,42.71329,-72.1857,42.37991,-69.89686,41.11266,-72.68502,40.78752,-70.45117,LE07_L1TP_012031_20140411_20160905_01_T1,LE70120312014101EDC01,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014101EDC01
LE07_L1GT_012031_20140326_20160907_01_T2,LE70120312014085EDC00,2014/03/26,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2016/09/07,2014:085:15:23:49.0577499,2014:085:15:24:15.8116874,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_12.8.1,FULL,46.03030032,147.82986018,DE,-7.220472,ETM_L1GT,ETM,DEFINITIVE,14781,16581,7391,8291,7391,8291,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140101_20140331_01.02,2,41°45'12.89"N,71°18'28.37"W,42°42'38.41"N,72°11'24.04"W,42°22'37.92"N,69°54'04.72"W,41°06'36.83"N,72°41'19.86"W,40°47'06.22"N,70°27'18.36"W,41.75358,-71.30788,42.71067,-72.19001,42.3772,-69.90131,41.11023,-72.68885,40.78506,-70.4551,LE07_L1GT_012031_20140326_20160907_01_T2,LE70120312014085EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014085EDC00
LE07_L1GT_012031_20140310_20160908_01_T2,LE70120312014069EDC00,2014/03/10,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2016/09/08,2014:069:15:23:42.1352499,2014:069:15:24:08.8891874,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,96,-1,-1,,,,9,N,LPGS_12.8.1,FULL,39.7533544,149.67672565,DE,7.070031,ETM_L1GT,ETM,DEFINITIVE,14761,16601,7381,8301,7381,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140101_20140331_01.02,2,41°45'12.35"N,71°18'36.79"W,42°42'47.84"N,72°11'26.45"W,42°22'47.42"N,69°54'08.82"W,41°06'44.75"N,72°41'25.58"W,40°47'13.70"N,70°27'25.96"W,41.75343,-71.31022,42.71329,-72.19068,42.37984,-69.90245,41.11243,-72.69044,40.78714,-70.45721,LE07_L1GT_012031_20140310_20160908_01_T2,LE70120312014069EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014069EDC00
LE07_L1TP_012031_20140222_20160905_01_T1,LE70120312014053EDC00,2014/02/22,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/05,2014:053:15:23:35.9388749,2014:053:15:24:02.6928124,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,3,6,151,4,8.28,5.148,6.485,9,N,LPGS_12.8.1,FULL,33.77748806,151.52658399,DE,-9.164129,ETM_L1TP,ETM,DEFINITIVE,14701,16601,7351,8301,7351,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140101_20140331_01.02,2,41°45'10.37"N,71°19'14.34"W,42°42'49.97"N,72°12'03.02"W,42°22'49.19"N,69°54'46.22"W,41°06'47.16"N,72°42'00.79"W,40°47'16.22"N,70°28'01.74"W,41.75288,-71.32065,42.71388,-72.20084,42.38033,-69.91284,41.1131,-72.70022,40.78784,-70.46715,LE07_L1TP_012031_20140222_20160905_01_T1,LE70120312014053EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014053EDC00
LE07_L1TP_012031_20140206_20160905_01_T1,LE70120312014037EDC00,2014/02/06,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/05,2014:037:15:23:46.7545000,2014:037:15:24:13.5084375,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,71,67,39,4,3.811,2.972,2.386,9,N,LPGS_12.8.1,FULL,28.62232633,153.56132992,DE,9.342281,ETM_L1TP,ETM,DEFINITIVE,14721,16581,7361,8291,7361,8291,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140101_20140331_01.02,2,41°45'09.54"N,71°24'22.79"W,42°42'44.68"N,72°17'10.07"W,42°22'43.90"N,69°59'56.15"W,41°06'41.15"N,72°47'11.33"W,40°47'09.92"N,70°33'15.16"W,41.75265,-71.40633,42.71241,-72.28613,42.37886,-69.99893,41.11143,-72.78648,40.78609,-70.55421,LE07_L1TP_012031_20140206_20160905_01_T1,LE70120312014037EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014037EDC00
LE07_L1TP_012031_20140121_20160905_01_T1,LE70120312014021EDC03,2014/01/21,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/05,2014:021:15:23:35.9039374,2014:021:15:24:02.6578124,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,13,4,8.114,7.571,2.918,9,N,LPGS_12.8.1,FULL,24.76248356,155.83910952,DE,9.733474,ETM_L1TP,ETM,DEFINITIVE,14781,16601,7391,8301,7391,8301,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140101_20140331_01.02,2,41°45'19.22"N,71°23'19.79"W,42°42'55.73"N,72°16'09.80"W,42°22'57.86"N,69°58'54.08"W,41°06'52.70"N,72°46'05.99"W,40°47'24.36"N,70°32'08.20"W,41.75534,-71.38883,42.71548,-72.26939,42.38274,-69.98169,41.11464,-72.76833,40.7901,-70.53561,LE07_L1TP_012031_20140121_20160905_01_T1,LE70120312014021EDC03,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014021EDC03
LE07_L1TP_012031_20140105_20160905_01_T1,LE70120312014005EDC00,2014/01/05,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/05,2014:005:15:23:20.0635625,2014:005:15:23:46.8174375,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,48,50,29,4,7.519,5.16,5.469,9,N,LPGS_12.8.1,FULL,22.57802563,158.18735193,DE,5.638567,ETM_L1TP,ETM,DEFINITIVE,14761,16581,7381,8291,7381,8291,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20140101_20140331_01.02,2,41°45'17.64"N,71°19'47.28"W,42°42'53.03"N,72°12'40.79"W,42°22'54.52"N,69°55'24.49"W,41°06'51.73"N,72°42'34.42"W,40°47'22.81"N,70°28'36.12"W,41.7549,-71.3298,42.71473,-72.21133,42.38181,-69.92347,41.11437,-72.70956,40.78967,-70.4767,LE07_L1TP_012031_20140105_20160905_01_T1,LE70120312014005EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312014005EDC00
LE07_L1TP_012031_20131220_20160906_01_T1,LE70120312013354EDC00,2013/12/20,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/06,2013:354:15:23:14.5161249,2013:354:15:23:41.2700624,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,49,52,68,4,5.79,4.98,2.953,9,N,LPGS_12.8.1,FULL,22.26070844,160.28257596,DE,-.549172,ETM_L1TP,ETM,DEFINITIVE,14781,16581,7391,8291,7391,8291,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20131001_20131231_01.02,2,41°45'16.45"N,71°19'06.10"W,42°42'42.48"N,72°12'02.38"W,42°22'43.10"N,69°54'42.01"W,41°06'41.08"N,72°41'58.38"W,40°47'11.26"N,70°27'56.05"W,41.75457,-71.31836,42.7118,-72.20066,42.37864,-69.91167,41.11141,-72.69955,40.78646,-70.46557,LE07_L1TP_012031_20131220_20160906_01_T1,LE70120312013354EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312013354EDC00
LE07_L1TP_012031_20131204_20160908_01_T1,LE70120312013338EDC00,2013/12/04,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/09/08,2013:338:15:23:13.5221250,2013:338:15:23:40.2760000,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,93,86,53,4,5.38,4.286,3.252,9,N,LPGS_12.8.1,FULL,23.78531947,161.73439248,DE,-12.111869,ETM_L1TP,ETM,DEFINITIVE,14721,16581,7361,8291,7361,8291,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20131001_20131231_01.02,2,41°45'15.16"N,71°19'52.00"W,42°42'56.12"N,72°12'43.02"W,42°22'55.85"N,69°55'19.99"W,41°06'52.63"N,72°42'41.22"W,40°47'21.88"N,70°28'36.37"W,41.75421,-71.33111,42.71559,-72.21195,42.38218,-69.92222,41.11462,-72.71145,40.78941,-70.47677,LE07_L1TP_012031_20131204_20160908_01_T1,LE70120312013338EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312013338EDC00
